title_zh,title_en,release_year,listed_in_zh_en,description,rating,duration_min,genre_list
奇蹟男孩,Wonder Boy,2019,"紀錄片 (Documentary), International Movies",這部揭露性的紀錄片跟隨巴爾曼品牌的創意總監奧利維耶·魯斯坦，他將大膽設計變成現實，並尋找他的根源。,TV-14,83.0,"['Documentaries', 'International Movies']"
淅瀝而至的雨,Here Comes the Rain,2010,"劇情片 (Drama), International Movies",在黎巴嫩內戰期間被綁架，現在五十多歲的Ramez終於成為一個自由的人。但他深深受到過去的創傷，重新回到社會。,TV-MA,101.0,"['Dramas', 'International Movies']"
極地驚凍路,The Ice Road,2021,動作片 (Action),為了挽救被困在地下的一組礦工，一名倒楣的冰路卡車司機加入了一個橫跨危險地形的任務，運送救援設備。,PG-13,109.0,['Action & Adventure']
雷諾斯,Ray,2021,"國際影集 (International TV), 劇情片 (Drama), TV Mysteries",從諷刺劇到心理驚悚片，本系列改編自著名導演暨作家薩提亞吉特·雷的四個短篇故事。,TV-MA,1.0,"['International TV Shows', 'TV Dramas', 'TV Mysteries']"
性/生活,Sex/Life,2021,"愛情片 (Romance), 劇情片 (Drama)",一位女性大膽的性過去與她結婚並育有子女的現在相互衝突，當她停不了幻想的壞男孩前任再次出現在她的生活中。,TV-MA,1.0,"['Romantic TV Shows', 'TV Dramas']"
哥斯拉奇異點,Godzilla Singular Point,2021,"Anime Series, 國際影集 (International TV)",一位研究生和一位工程師因一首神秘的歌曲相聚一堂，共同對抗一股無法想像的力量，可能會對世界帶來毀滅。,TV-14,1.0,"['Anime Series', 'International TV Shows']"
極限舞者,Jiva!,2021,"國際影集 (International TV), 劇情片 (Drama)",一位來自德班烏爾馬茲的有才華的街舞者必須面對她的恐懼，並應對家人的反對，以追尋她的舞蹈夢想。,TV-MA,1.0,"['International TV Shows', 'TV Dramas']"
運動中的姊妹們,Sisters on Track,2021,"紀錄片 (Documentary), Sports Movies",三位田徑巨星姐妹在生活和競爭中遭遇種種困難，而他們追求少年奧運夢想的過程也是一段非凡的成長之旅。,PG,97.0,"['Documentaries', 'Sports Movies']"
裸董,The Naked Director,2021,"國際影集 (International TV), 劇情片 (Drama)",在1980年代的日本，一個堅定的男人將每一次沉重的挫折都化為機遇。他的名字叫村西透，他革新了他的行業。,TV-MA,2.0,"['International TV Shows', 'TV Dramas']"
第七天,The Seventh Day,2021,恐怖片 (Horror),一位經驗不足的神父與一名經驗豐富的驅魔師合作，阻止一名年輕男孩的惡魔附身。但黑暗卻潛伏在他們最不期待的地方。,R,87.0,['Horror Movies']
畫皮情深,Good on Paper,2021,"喜劇片 (Comedy), 愛情片 (Romance)",在將職業放在第一位多年後，一位喜劇演員遇到了一個看似完美的男人：聰明、友善、成功... 但可能太好以致不可思議。,TV-MA,94.0,"['Comedies', 'Romantic Movies']"
沿海謀殺案,Murder by the Coast,2021,"紀錄片 (Documentary), International Movies",1999年，少女Rocío Wanninkhof被謀殺。她母親的前伴侶Dolores Vázquez成為嫌疑對象。她是兇手嗎？第二位受害者揭露了真相。,TV-14,89.0,"['Documentaries', 'International Movies']"
花之家：電影,The House of Flowers: The Movie,2021,"喜劇片 (Comedy), International Movies, 音樂歌舞片 (Musical)",德拉莫拉兄弟姐妹共謀一個惡作劇計劃，闖入他們舊家，取回一個非常重要的隱藏寶藏。,TV-MA,88.0,"['Comedies', 'International Movies', 'Music & Musicals']"
巴黎房地產中介：獨家豪宅,The Parisian Agency: Exclusive Properties,2021,"國際影集 (International TV), 實境秀 (Reality TV)",這個真人實境系列追蹤 Kretz 家族及其豪華房地產生意業務，他們幫助客戶在法國和海外購買和出售美妙的房屋。,TV-G,1.0,"['International TV Shows', 'Reality TV']"
玩嗨了，不能碰,Too Hot to Handle,2021,"實境秀 (Reality TV), 愛情片 (Romance)",在天堂岸邊，美麗的單身男女們相遇並交往。但有一個扭曲的規則，為了贏得10萬美元的大獎，他們必須放棄性行為。,TV-MA,2.0,"['Reality TV', 'Romantic TV Shows']"
心碎城市,Broken,2019,"劇情片 (Drama), International Movies, 愛情片 (Romance)",在逃離婚姻後，一名女性與一個陌生男人達成危險的協議，以挽救她父親的公司和自己的聲譽。,TV-14,108.0,"['Dramas', 'International Movies', 'Romantic Movies']"
夢想的推銷員,O Vendedor de Sonhos,2016,"劇情片 (Drama), International Movies",一位幻滅的心理學家試圖自殺，直到他和一位不太可能的救星成為朋友，教導他一種新的生活方式。,TV-14,96.0,"['Dramas', 'International Movies']"
奧斯瓦菲亞在倫敦,Osuofia in London,2003,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",一位尼日利亞村民成為他過世英國兄弟遺產的唯一受益人，根據習俗，這包括他兄弟的未婚妻。,TV-MA,84.0,"['Comedies', 'Dramas', 'International Movies']"
奧斯華菲亞在倫敦II,Osuofia in London II,2004,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",在收集了他兄弟的遺產後，Osoufia帶著財富和一位英國妻子回到他的尼日利亞村莊，她的存在很快引起麻煩。,TV-14,70.0,"['Comedies', 'Dramas', 'International Movies']"
這就是流行音樂,This Is Pop,2021,"訪談式紀錄劇集 (Docuseries), 國際影集 (International TV)",揭開你最喜愛流行歌曲背後的真實故事，這部紀錄片系列追踪音樂節影響、自動音調修正、男子樂團等議題。,TV-MA,1.0,"['Docuseries', 'International TV Shows']"
#自拍,#Selfie,2014,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",三個少女在期末考前的兩天，決定前往海邊度過人生中最美好的時光。,TV-MA,125.0,"['Comedies', 'Dramas', 'International Movies']"
#自拍 69,#Selfie 69,2016,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",在一段痛苦的分手之後，一組喜愛派對的三個朋友打賭：誰能在三天內結婚。,TV-MA,119.0,"['Comedies', 'Dramas', 'International Movies']"
愛是一個故事,Love Is a Story,2015,"International Movies, 音樂歌舞片 (Musical), 愛情片 (Romance)",兩位年輕藝術家，一位小提琴手和一位女演員，在聖誕節期間努力實現他們的夢想，並保持他們的關係。,TV-MA,105.0,"['International Movies', 'Music & Musicals', 'Romantic Movies']"
臥底者,The Mole,2001,"實境秀 (Reality TV), 動作片 (Action), TV Mysteries",在這個競賽節目中，參賽者們努力為一個僅有其中一人可以贏得的100萬美元獎金而奮戰，同時還有一名玩家暗中進行破壞。,TV-14,2.0,"['Reality TV', 'TV Action & Adventure', 'TV Mysteries']"
"然而,","Nevertheless,",2021,"國際影集 (International TV), 愛情片 (Romance), 劇情片 (Drama)",一位嬌媚誘人的藝術學院同學的吸引力，吸引了一位不情願的愛情懷疑論者進入一段朋友加股利的關係。,TV-14,1.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
曼谷愛情故事：純真,Bangkok Love Stories: Innocence,2018,"國際影集 (International TV), 愛情片 (Romance), 劇情片 (Drama)",從一個十幾歲的跑酷愛好者到一個下流的餐廳老闆，一群多元化的角色在曼谷燦爛的Silom區找到了浪漫。,TV-14,1.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
黑閃電,Black Lightning,2021,"動作片 (Action), 劇情片 (Drama), 奇幻片 (Fantasy)",校長兼退役超級英雄傑佛遜·皮爾斯因為一個幫派威脅到他的家人，重新化身為傳奇的黑閃電，展開行動。,TV-14,4.0,"['TV Action & Adventure', 'TV Dramas', 'TV Sci-Fi & Fantasy']"
請打給我的經紀人!,Call My Agent!,2018,"國際影集 (International TV), 喜劇片 (Comedy), 劇情片 (Drama)",在巴黎一家頂尖的才藝公司裡，代理人們在一場意外危機後，奮力讓他們的明星客戶快樂，同時維持他們的生意運作。,TV-MA,4.0,"['International TV Shows', 'TV Comedies', 'TV Dramas']"
冠軍們,Champions,2018,喜劇片 (Comedy),多年前，曾經是運動健將的文斯讓他女友懷孕，如今他遇見了古怪的兒子邁克爾，並且透過一首又一首的歌曲，逐漸學習父親的角色。,TV-14,1.0,['TV Comedies']
戰時的卡里泰,Charité at War,2019,"國際影集 (International TV), 劇情片 (Drama)",1943年，柏林夏莉特醫院的醫護人員努力應對第二次世界大戰和納粹政權的影響，包括優生醫學實踐。,TV-MA,1.0,"['International TV Shows', 'TV Dramas']"
克莉奧與庫金,Cleo & Cuquin,2020,Kids' TV,活潑的姐弟桑尼和庫奎每天嘗試不同的職業，幫助他們的兄弟姐妹解決問題，並享受新的冒險。,TV-Y,2.0,"[""Kids' TV""]"
無路風暴,Deadwind,2020,"懸疑片 (Suspense), 國際影集 (International TV), 劇情片 (Drama)",在一次悲慘的失去後僅僅數個月，警探索非亞·卡皮調查了一名與赫爾辛基建築公司有關聯的女性的謀殺案。,TV-MA,2.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
遊戲男孩 升級版,Gameboys Level-Up Edition,2020,"國際影集 (International TV), 愛情片 (Romance), 喜劇片 (Comedy)",在這部改編自熱門網路系列的影集中，直播遊戲玩家開羅在輸給新手蓋維爾後，要求再次比賽，並且線上浪漫之花逐漸開放。,TV-14,1.0,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
歡樂合唱團,Glee,2015,"喜劇片 (Comedy), 劇情片 (Drama), Teen TV Shows",在感情問題和邪惡啦啦隊教練的個人攻擊之間，一位老師努力將失敗者合唱團成員變成贏家。,TV-14,6.0,"['TV Comedies', 'TV Dramas', 'Teen TV Shows']"
哈普和萊昂納德,Hap and Leonard,2018,"懸疑片 (Suspense), 劇情片 (Drama)",在1980年代末的德克薩斯州，兩位摯友捲入了黑暗喜劇般的不幸冒險，他們雇用自己給那些邪惡的客戶從事非法活動。,TV-MA,3.0,"['Crime TV Shows', 'TV Dramas']"
監獄風雲,Locked Up,2020,"懸疑片 (Suspense), 國際影集 (International TV), Spanish-Language TV Shows",被操縱來挪用資金給男友，並被判入獄，一個天真的年輕女子必須迅速學會在一個嚴酷的新世界中生存。,TV-MA,5.0,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']"
機動戰士鋼彈II：悲傷的戰士们,Mobile Suit Gundam II: Soldiers of Sorrow,1981,"動作片 (Action), Anime Features, International Movies",地球聯邦戰艦白基地和它的鋼彈飛行員阿姆羅·雷在敵方領土中掙扎前進，被吉翁的戰士追擊。,TV-14,133.0,"['Action & Adventure', 'Anime Features', 'International Movies']"
機動戰士高達III：太空邂逅,Mobile Suit Gundam III: Encounters in Space,1982,"動作片 (Action), Anime Features, International Movies",地球聯邦準備將戰爭帶入茲安公國的本土領土。經驗豐富的飛行員阿姆羅·雷爾將返回太空參加最後一役。,TV-MA,140.0,"['Action & Adventure', 'Anime Features', 'International Movies']"
機動戰士鋼彈：夏亞的逆襲,Mobile Suit Gundam: Char's Counterattack,1988,"動作片 (Action), Anime Features, International Movies",十三年戰爭結束後，新吉翁軍威脅著和平。阿姆羅·雷和聯邦軍再次出征，搭載著ν高達。,TV-14,120.0,"['Action & Adventure', 'Anime Features', 'International Movies']"
無悔無愧,No Time for Shame,2019,"國際影集 (International TV), 實境秀 (Reality TV), Spanish-Language TV Shows",跟隨布宜諾斯艾利斯時尚敢死隊的聖地亞哥·阿爾特米斯，在努力實現夢想的同時，面對著愛情生活、心理治療師和客戶的種種挑戰。,TV-MA,1.0,"['International TV Shows', 'Reality TV', 'Spanish-Language TV Shows']"
鮮活人生,Pose,2019,劇情片 (Drama),1987年的紐約，LGBTQ舞會活動的中心人物布蘭卡開始創立自己的家族，很快她就成了一位天賦的舞者和一位愛上有錢客戶的性工作者的母親。,TV-MA,2.0,['TV Dramas']
真愛傳說,REA(L)OVE,2018,"國際影集 (International TV), 實境秀 (Reality TV), 愛情片 (Romance)",一群男人和女人，每個人都背負著一個黑暗的秘密，在這個帶有扭曲的約會節目中尋找愛情。由改過自新的玩家田村篤志主持。,TV-MA,1.0,"['International TV Shows', 'Reality TV', 'Romantic TV Shows']"
瑞瓦鎮,Riverdale,2019,"懸疑片 (Suspense), 劇情片 (Drama), TV Mysteries",在處理性、浪漫、學校和家庭問題時，青少年阿奇和他的朋友們捲入了一個闇黑的利弗代爾之謎。,TV-14,4.0,"['Crime TV Shows', 'TV Dramas', 'TV Mysteries']"
屎溪小鎮,Schitt's Creek,2020,喜劇片 (Comedy),突然陷入破產，曾經擁有巨富的羅斯家庭只能搬到一家破爛的汽車旅館居住，而這個小鎮他們曾經當做笑話買下來：施特溪鎮。,TV-MA,6.0,['TV Comedies']
茱莉諾·凡賽斯的刺殺,The Assassination of Gianni Versace,2018,"懸疑片 (Suspense), 劇情片 (Drama), 驚悚片 (Thriller)",安德魯·庫南南一生中的關鍵時刻，從童年開始，最終導致1997年的一連串謀殺，造成五人死亡，包括時尚偶像賈尼·范薩斯。,TV-MA,1.0,"['Crime TV Shows', 'TV Dramas', 'TV Thrillers']"
審判,The Judgement,2018,"懸疑片 (Suspense), 國際影集 (International TV), 劇情片 (Drama)",在派對上的一次創傷事件讓一名年輕大學生成為八卦和嘲笑的對象，她試圖改變學校的有害文化。,TV-MA,1.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
最後一支舞,The Last Dance,2020,訪談式紀錄劇集 (Docuseries),這部紀錄片系列詳細記述了麥可喬丹的職業生涯和1990年代的芝加哥公牛隊，其中還包括了從1997年到1998年球季未播出的影片素材。,TV-MA,1.0,['Docuseries']
他們一定要有我們,They've Gotta Have Us,2018,"英國影集 (British TV), 訪談式紀錄劇集 (Docuseries)",這部紀錄片系列由受人尊敬的非裔美國表演者的坦誠回憶驅動，追溯了黑人電影的歷史。,TV-MA,1.0,"['British TV Shows', 'Docuseries']"
你為什麼這樣,Why Are You Like This,2021,"國際影集 (International TV), 喜劇片 (Comedy)",三位最好的朋友在墨爾本這部20多歲生活的尖銳諷刺劇中，共同面對工作、娛樂、身份政治、搭訕和瘋狂的夜晚。,TV-MA,1.0,"['International TV Shows', 'TV Comedies']"
一個家庭,A Family,2021,"劇情片 (Drama), International Movies",年幼時被黑道組織收養的賢二，發誓效忠於他那老派的老闆，並立誓在時代變遷之中堅守家族規範。,TV-MA,135.0,"['Dramas', 'International Movies']"
精英,Elite,2021,"懸疑片 (Suspense), 國際影集 (International TV), Spanish-Language TV Shows",三個勞工階級的青少年進入了西班牙的一所獨家私立學校就讀，他們和富裕學生之間的衝突導致了一起兇殺案。,TV-MA,4.0,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']"
父親的身影,Fatherhood,2021,劇情片 (Drama),一位喪偶的新爸爸正努力應對疑慮、恐懼、心痛和骯髒的尿布，他打算獨自撫養女兒。 故事靈感來自真實故事。,PG-13,111.0,['Dramas']
醫院日誌,Hospital Playlist,2021,"國際影集 (International TV), Korean TV Shows, 喜劇片 (Comedy)",五位醫生和他們的病人在醫院裡度過了非同尋常的每一天，新生命、死亡以及生與死之間的一切都共存於此。,TV-14,2.0,"['International TV Shows', 'Korean TV Shows', 'TV Comedies']"
殺手登場,Jagame Thandhiram,2021,"動作片 (Action), 劇情片 (Drama), International Movies",一位聰明、無憂無慮的黑幫被招募幫助一位海外犯罪頭目打倒對手，卻在之後被道德困境所困擾。,TV-MA,159.0,"['Action & Adventure', 'Dramas', 'International Movies']"
